sim_id,nFlows,nRouters,coredelay,nGroups,fwin,thp,retr,timeout,redun,fmaxcount,lossr,effrec,fr,lostret,fmax
tcprouter,20,3,100,7,0,78.06,0.145,9,0.000,0,0.000,0.00000,11.9,79.80,75
tcprouter,20,3,100,9,0,78.06,0.145,9,0.000,0,0.000,0.00000,11.9,79.80,75
tcprouter,20,3,100,1,0,78.06,0.145,9,0.000,0,0.000,0.00000,11.9,79.80,100
tcprouter,20,3,100,3,0,78.06,0.145,9,0.000,0,0.000,0.00000,11.9,79.80,100
tcprouter,20,3,100,5,0,78.06,0.145,9,0.000,0,0.000,0.00000,11.9,79.80,100
tcprouter,20,3,100,7,0,78.06,0.145,9,0.000,0,0.000,0.00000,11.9,79.80,100
tcprouter,20,3,100,9,0,78.06,0.145,9,0.000,0,0.000,0.00000,11.9,79.80,100
tcprouter,20,3,25,1,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,10
tcprouter,20,3,25,3,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,10
tcprouter,20,3,25,5,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,10
tcprouter,20,3,25,7,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,10
tcprouter,20,3,25,9,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,10
tcprouter,20,3,25,1,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,20
tcprouter,20,3,25,3,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,20
tcprouter,20,3,25,5,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,20
tcprouter,20,3,25,7,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,20
tcprouter,20,3,25,9,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,20
tcprouter,20,3,25,1,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,50
tcprouter,20,3,25,3,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,50
tcprouter,20,3,25,5,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,50
tcprouter,20,3,25,7,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,50
tcprouter,20,3,25,9,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,50
tcprouter,20,3,25,1,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,75
tcprouter,20,3,25,3,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,75
tcprouter,20,3,25,5,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,75
tcprouter,20,3,25,7,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,75
tcprouter,20,3,25,9,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,75
tcprouter,20,3,25,1,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,100
tcprouter,20,3,25,3,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,100
tcprouter,20,3,25,5,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,100
tcprouter,20,3,25,7,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,100
tcprouter,20,3,25,9,0,82.47,0.150,5,0.000,0,0.000,0.00000,78.6,79.80,100
tcprouter,20,3,5,1,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,10
tcprouter,20,3,5,3,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,10
tcprouter,20,3,5,5,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,10
tcprouter,20,3,5,7,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,10
tcprouter,20,3,5,9,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,10
tcprouter,20,3,5,1,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,20
tcprouter,20,3,5,3,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,20
tcprouter,20,3,5,5,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,20
tcprouter,20,3,5,7,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,20
tcprouter,20,3,5,9,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,20
tcprouter,20,3,5,1,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,50
tcprouter,20,3,5,3,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,50
tcprouter,20,3,5,5,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,50
tcprouter,20,3,5,7,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,50
tcprouter,20,3,5,9,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,50
tcprouter,20,3,5,1,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,75
tcprouter,20,3,5,3,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,75
tcprouter,20,3,5,5,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,75
tcprouter,20,3,5,7,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,75
tcprouter,20,3,5,9,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,75
tcprouter,20,3,5,1,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,100
tcprouter,20,3,5,3,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,100
tcprouter,20,3,5,5,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,100
tcprouter,20,3,5,7,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,100
tcprouter,20,3,5,9,0,88.45,0.213,5,0.000,0,0.000,0.00000,223.1,79.80,100
tcprouter,20,3,50,1,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,10
tcprouter,20,3,50,3,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,10
tcprouter,20,3,50,5,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,10
tcprouter,20,3,50,7,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,10
tcprouter,20,3,50,9,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,10
tcprouter,20,3,50,1,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,20
tcprouter,20,3,50,3,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,20
tcprouter,20,3,50,5,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,20
tcprouter,20,3,50,7,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,20
tcprouter,20,3,50,9,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,20
tcprouter,20,3,50,1,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,50
tcprouter,20,3,50,3,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,50
tcprouter,20,3,50,5,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,50
tcprouter,20,3,50,7,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,50
tcprouter,20,3,50,9,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,50
tcprouter,20,3,50,1,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,75
tcprouter,20,3,50,3,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,75
tcprouter,20,3,50,5,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,75
tcprouter,20,3,50,7,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,75
tcprouter,20,3,50,9,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,75
tcprouter,20,3,50,1,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,100
tcprouter,20,3,50,3,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,100
tcprouter,20,3,50,5,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,100
tcprouter,20,3,50,7,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,100
tcprouter,20,3,50,9,0,79.15,0.123,6,0.000,0,0.000,0.00000,34.4,79.80,100
tcprouter,20,3,10,1,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,10
tcprouter,20,3,10,3,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,10
tcprouter,20,3,10,5,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,10
tcprouter,20,3,10,7,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,10
tcprouter,20,3,10,9,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,10
tcprouter,20,3,10,1,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,20
tcprouter,20,3,10,3,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,20
tcprouter,20,3,10,5,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,20
tcprouter,20,3,10,7,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,20
tcprouter,20,3,10,9,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,20
tcprouter,20,3,10,1,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,50
tcprouter,20,3,10,3,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,50
tcprouter,20,3,10,5,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,50
tcprouter,20,3,10,7,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,50
tcprouter,20,3,10,9,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,50
tcprouter,20,3,10,1,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,75
tcprouter,20,3,10,3,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,75
tcprouter,20,3,10,5,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,75
tcprouter,20,3,10,7,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,75
tcprouter,20,3,10,9,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,75
tcprouter,20,3,10,1,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,100
tcprouter,20,3,10,3,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,100
tcprouter,20,3,10,5,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,100
tcprouter,20,3,10,7,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,100
tcprouter,20,3,10,9,0,58.01,0.303,1,0.000,0,0.000,0.00000,222.3,79.80,100
tcprouter,20,3,100,1,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,10
tcprouter,20,3,100,3,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,10
tcprouter,20,3,100,5,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,10
tcprouter,20,3,100,7,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,10
tcprouter,20,3,100,9,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,10
tcprouter,20,3,100,1,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,20
tcprouter,20,3,100,3,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,20
tcprouter,20,3,100,5,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,20
tcprouter,20,3,100,7,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,20
tcprouter,20,3,100,9,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,20
tcprouter,20,3,100,1,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,50
tcprouter,20,3,100,3,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,50
tcprouter,20,3,100,5,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,50
tcprouter,20,3,100,7,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,50
tcprouter,20,3,100,9,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,50
tcprouter,20,3,100,1,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,75
tcprouter,20,3,100,3,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,75
tcprouter,20,3,100,5,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,75
tcprouter,20,3,100,7,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,75
tcprouter,20,3,100,9,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,75
tcprouter,20,3,100,1,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,100
tcprouter,20,3,100,3,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,100
tcprouter,20,3,100,5,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,100
tcprouter,20,3,100,7,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,100
tcprouter,20,3,100,9,0,50.42,0.176,6,0.000,0,0.000,0.00000,18.2,79.80,100
tcprouter,20,3,25,1,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,10
tcprouter,20,3,25,3,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,10
tcprouter,20,3,25,5,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,10
tcprouter,20,3,25,7,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,10
tcprouter,20,3,25,9,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,10
tcprouter,20,3,25,1,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,20
tcprouter,20,3,25,3,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,20
tcprouter,20,3,25,5,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,20
tcprouter,20,3,25,7,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,20
tcprouter,20,3,25,9,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,20
tcprouter,20,3,25,1,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,50
tcprouter,20,3,25,3,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,50
tcprouter,20,3,25,5,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,50
tcprouter,20,3,25,7,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,50
tcprouter,20,3,25,9,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,50
tcprouter,20,3,25,1,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,75
tcprouter,20,3,25,3,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,75
tcprouter,20,3,25,5,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,75
tcprouter,20,3,25,7,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,75
tcprouter,20,3,25,9,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,75
tcprouter,20,3,25,1,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,100
tcprouter,20,3,25,3,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,100
tcprouter,20,3,25,5,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,100
tcprouter,20,3,25,7,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,100
tcprouter,20,3,25,9,0,54.73,0.210,4,0.000,0,0.000,0.00000,110.4,79.80,100
tcprouter,20,3,5,1,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,10
tcprouter,20,3,5,3,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,10
tcprouter,20,3,5,5,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,10
tcprouter,20,3,5,7,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,10
tcprouter,20,3,5,9,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,10
tcprouter,20,3,5,1,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,20
tcprouter,20,3,5,3,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,20
tcprouter,20,3,5,5,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,20
tcprouter,20,3,5,7,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,20
tcprouter,20,3,5,9,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,20
tcprouter,20,3,5,1,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,50
tcprouter,20,3,5,3,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,50
tcprouter,20,3,5,5,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,50
tcprouter,20,3,5,7,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,50
tcprouter,20,3,5,9,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,50
tcprouter,20,3,5,1,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,75
tcprouter,20,3,5,3,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,75
tcprouter,20,3,5,5,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,75
tcprouter,20,3,5,7,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,75
tcprouter,20,3,5,9,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,75
tcprouter,20,3,5,1,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,100
tcprouter,20,3,5,3,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,100
tcprouter,20,3,5,5,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,100
tcprouter,20,3,5,7,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,100
tcprouter,20,3,5,9,0,58.74,0.393,2,0.000,0,0.000,0.00000,302.2,79.80,100
tcprouter,20,3,50,1,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,10
tcprouter,20,3,50,3,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,10
tcprouter,20,3,50,5,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,10
tcprouter,20,3,50,7,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,10
tcprouter,20,3,50,9,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,10
tcprouter,20,3,50,1,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,20
tcprouter,20,3,50,3,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,20
tcprouter,20,3,50,5,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,20
tcprouter,20,3,50,7,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,20
tcprouter,20,3,50,9,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,20
tcprouter,20,3,50,1,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,50
tcprouter,20,3,50,3,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,50
tcprouter,20,3,50,5,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,50
tcprouter,20,3,50,7,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,50
tcprouter,20,3,50,9,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,50
tcprouter,20,3,50,1,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,75
tcprouter,20,3,50,3,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,75
tcprouter,20,3,50,5,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,75
tcprouter,20,3,50,7,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,75
tcprouter,20,3,50,9,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,75
tcprouter,20,3,50,1,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,100
tcprouter,20,3,50,3,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,100
tcprouter,20,3,50,5,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,100
tcprouter,20,3,50,7,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,100
tcprouter,20,3,50,9,0,52.26,0.139,4,0.000,0,0.000,0.00000,49.7,79.80,100
tcprouter,20,3,10,1,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,10
tcprouter,20,3,10,3,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,10
tcprouter,20,3,10,5,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,10
tcprouter,20,3,10,7,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,10
tcprouter,20,3,10,9,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,10
tcprouter,20,3,10,1,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,20
tcprouter,20,3,10,3,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,20
tcprouter,20,3,10,5,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,20
tcprouter,20,3,10,7,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,20
tcprouter,20,3,10,9,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,20
tcprouter,20,3,10,1,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,50
tcprouter,20,3,10,3,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,50
tcprouter,20,3,10,5,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,50
tcprouter,20,3,10,7,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,50
tcprouter,20,3,10,9,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,50
tcprouter,20,3,10,1,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,75
tcprouter,20,3,10,3,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,75
tcprouter,20,3,10,5,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,75
tcprouter,20,3,10,7,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,75
tcprouter,20,3,10,9,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,75
tcprouter,20,3,10,1,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,100
tcprouter,20,3,10,3,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,100
tcprouter,20,3,10,5,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,100
tcprouter,20,3,10,7,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,100
tcprouter,20,3,10,9,0,42.80,0.471,7,0.000,0,0.000,0.00000,271.2,79.80,100
tcprouter,20,3,100,1,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,10
tcprouter,20,3,100,3,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,10
tcprouter,20,3,100,5,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,10
tcprouter,20,3,100,7,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,10
tcprouter,20,3,100,9,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,10
tcprouter,20,3,100,1,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,20
tcprouter,20,3,100,3,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,20
tcprouter,20,3,100,5,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,20
tcprouter,20,3,100,7,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,20
tcprouter,20,3,100,9,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,20
tcprouter,20,3,100,1,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,50
tcprouter,20,3,100,3,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,50
tcprouter,20,3,100,5,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,50
tcprouter,20,3,100,7,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,50
tcprouter,20,3,100,9,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,50
tcprouter,20,3,100,1,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,75
tcprouter,20,3,100,3,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,75
tcprouter,20,3,100,5,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,75
tcprouter,20,3,100,7,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,75
tcprouter,20,3,100,9,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,75
tcprouter,20,3,100,1,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,100
tcprouter,20,3,100,3,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,100
tcprouter,20,3,100,5,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,100
tcprouter,20,3,100,7,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,100
tcprouter,20,3,100,9,0,36.74,0.144,6,0.000,0,0.000,0.00000,23.1,79.80,100
tcprouter,20,3,25,1,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,10
tcprouter,20,3,25,3,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,10
tcprouter,20,3,25,5,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,10
tcprouter,20,3,25,7,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,10
tcprouter,20,3,25,9,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,10
tcprouter,20,3,25,1,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,20
tcprouter,20,3,25,3,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,20
tcprouter,20,3,25,5,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,20
tcprouter,20,3,25,7,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,20
tcprouter,20,3,25,9,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,20
tcprouter,20,3,25,1,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,50
tcprouter,20,3,25,3,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,50
tcprouter,20,3,25,5,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,50
tcprouter,20,3,25,7,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,50
tcprouter,20,3,25,9,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,50
tcprouter,20,3,25,1,0,40.79,0.264,6,0.000,0,0.000,0.00000,138.2,79.80,75
