cwnd avg result
f0 51.268
f1 53.9496
f2 51.8965
f3 51.5936
f4 53.0661
f5 54.1844
f6 52.5553
f7 53.3932
f8 53.0177
f9 53.3805
f10 52.5042
f11 51.8286
f12 68.6343
f13 49.914
f14 65.645
f15 52.4603
f16 53.0132
f17 57.0105
f18 52.5424
f19 52.4119
f20 53.8899
f21 57.0889
f22 53.0256
f23 52.2294
f24 51.2554
f25 53.6691
f26 53.5304
f27 53.005
f28 52.1953
f29 52.5049
f30 52.9808
f31 53.0521
f32 53.8985
f33 53.0426
f34 54.1743
f35 53.3957
f36 52.4603
f37 53.2832
f38 51.7405
f39 56.7146
Total_among_flows 53.7851
------------------------------------

f 50 d 5
f0 10.2022
f1 10.3816
f2 10.9657
f3 12.3446
f4 11.7079
f5 10.6344
f6 10.8896
f7 11.4077
f8 12.7093
f9 11.3159
f10 11.5264
f11 11.5707
f12 11.2331
f13 10.9797
f14 11.8787
f15 11.7234
f16 11.212
f17 11.3838
f18 10.605
f19 10.8904
f20 11.6799
f21 10.825
f22 11.1413
f23 9.94534
f24 11.0046
f25 11.1212
f26 11.5093
f27 11.6998
f28 11.4797
f29 11.173
f30 12.7727
f31 10.4919
f32 10.9882
f33 12.1132
f34 11.0167
f35 10.8453
f36 11.4591
f37 11.8024
f38 11.6224
f39 11.2609
f40 10.7603
f41 11.2763
f42 11.1502
f43 11.2819
f44 11.0752
f45 10.7882
f46 11.7401
f47 11.0863
f48 10.9613
f49 11.1678
Total_among_flows 11.256
------------------------------------

f 50 d 10
f0 12.341
f1 12.6215
f2 11.8397
f3 12.3327
f4 12.3669
f5 12.4728
f6 12.6275
f7 11.3896
f8 12.3813
f9 12.1418
f10 12.3038
f11 12.3837
f12 12.4678
f13 12.2088
f14 12.1829
f15 12.2603
f16 12.5565
f17 12.0964
f18 12.9063
f19 12.2362
f20 12.5548
f21 12.494
f22 12.6829
f23 12.5896
f24 12.3342
f25 12.2269
f26 12.4385
f27 12.5567
f28 12.3244
f29 12.7545
f30 12.4537
f31 12.3161
f32 12.7186
f33 12.2497
f34 12.87
f35 11.9669
f36 12.3089
f37 11.6864
f38 12.4192
f39 12.2851
f40 12.2547
f41 12.7363
f42 12.1638
f43 12.0232
f44 12.3271
f45 12.5888
f46 12.3008
f47 12.687
f48 12.4531
f49 12.6924
Total_among_flows 12.3715
------------------------------------

f 50 d 25
f0 15.9327
f1 17.5277
f2 16.9224
f3 16.7529
f4 17.4928
f5 17.5297
f6 17.214
f7 17.5512
f8 16.7021
f9 17.5316
f10 17.0127
f11 17.4926
f12 17.0421
f13 17.1465
f14 17.5636
f15 17.4288
f16 16.2566
f17 17.3264
f18 17.3376
f19 17.3679
f20 17.5433
f21 17.3221
f22 17.5578
f23 17.5125
f24 17.4504
f25 17.0173
f26 17.548
f27 16.3503
f28 17.5269
f29 17.3436
f30 17.3525
f31 17.5221
f32 17.3613
f33 17.484
f34 17.5477
f35 17.5125
f36 17.0875
f37 17.5125
f38 17.3321
f39 16.4914
f40 17.5712
f41 17.5423
f42 17.2328
f43 16.9927
f44 16.6975
f45 17.4857
f46 17.5032
f47 17.3778
f48 17.3074
f49 17.5253
Total_among_flows 17.2549
------------------------------------

f 50 d 50
f0 25.7491
f1 26.3595
f2 28.2303
f3 22.908
f4 25.3616
f5 27.9565
f6 29.0159
f7 27.2768
f8 24.309
f9 26.3832
f10 25.0708
f11 23.9093
f12 25.9688
f13 25.1427
f14 26.7935
f15 27.2949
f16 25.6194
f17 26.7143
f18 24.5355
f19 25.1125
f20 27.8624
f21 25.8888
f22 26.9687
f23 26.7398
f24 29.6806
f25 25.0293
f26 27.2686
f27 25.5893
f28 25.5556
f29 25.5099
f30 25.9006
f31 28.7709
f32 26.6602
f33 27.227
f34 25.0843
f35 28.2473
f36 23.9555
f37 27.0797
f38 24.4377
f39 25.5269
f40 27.5555
f41 26.4488
f42 25.0121
f43 25.8815
f44 26.5606
f45 27.9777
f46 25.094
f47 25.5827
f48 28.086
f49 27.673
Total_among_flows 26.2913
------------------------------------

f 50 d 100
f0 44.2273
f1 43.0468
f2 42.928
f3 40.4042
f4 43.3867
f5 43.5797
f6 42.0619
f7 43.787
f8 42.9793
f9 43.369
f10 40.8506
f11 42.5138
f12 41.9993
f13 42.5196
f14 43.531
f15 41.3078
f16 43.715
f17 42.9639
f18 42.6334
f19 40.4042
