f 10 d  50 g 3 w 100 retrate 0.168 stdev 0.080 
f 10 d  50 g 5 w  10 retrate 0.104 stdev 0.101 
f 10 d  50 g 5 w  20 retrate 0.124 stdev 0.134 
f 10 d  50 g 5 w  50 retrate 0.181 stdev 0.111 
f 10 d  50 g 5 w  75 retrate 0.296 stdev 0.103 
f 10 d  50 g 5 w 100 retrate 0.513 stdev 0.121 
f 10 d  50 g 7 w  10 retrate 0.111 stdev 0.075 
f 10 d  50 g 7 w  20 retrate 0.112 stdev 0.099 
f 10 d  50 g 7 w  50 retrate 0.360 stdev 0.128 
f 10 d  50 g 7 w  75 retrate 0.709 stdev 0.137 
f 10 d  50 g 7 w 100 retrate 0.721 stdev 0.116 
f 10 d  50 g 9 w  10 retrate 0.117 stdev 0.108 
f 10 d  50 g 9 w  20 retrate 0.064 stdev 0.042 
f 10 d  50 g 9 w  50 retrate 0.627 stdev 0.137 
f 10 d  50 g 9 w  75 retrate 0.794 stdev 0.170 
f 10 d  50 g 9 w 100 retrate 0.747 stdev 0.112 
f 10 d 100 g 1 w  10 retrate 0.095 stdev 0.065 
f 10 d 100 g 1 w  20 retrate 0.088 stdev 0.052 
f 10 d 100 g 1 w  50 retrate 0.086 stdev 0.050 
f 10 d 100 g 1 w  75 retrate 0.085 stdev 0.051 
f 10 d 100 g 1 w 100 retrate 0.082 stdev 0.050 
f 10 d 100 g 3 w  10 retrate 0.084 stdev 0.053 
f 10 d 100 g 3 w  20 retrate 0.090 stdev 0.065 
f 10 d 100 g 3 w  50 retrate 0.081 stdev 0.056 
f 10 d 100 g 3 w  75 retrate 0.104 stdev 0.057 
f 10 d 100 g 3 w 100 retrate 0.135 stdev 0.072 
f 10 d 100 g 5 w  10 retrate 0.083 stdev 0.057 
f 10 d 100 g 5 w  20 retrate 0.086 stdev 0.060 
f 10 d 100 g 5 w  50 retrate 0.152 stdev 0.055 
f 10 d 100 g 5 w  75 retrate 0.227 stdev 0.115 
f 10 d 100 g 5 w 100 retrate 0.273 stdev 0.106 
f 10 d 100 g 7 w  10 retrate 0.079 stdev 0.056 
f 10 d 100 g 7 w  20 retrate 0.079 stdev 0.054 
f 10 d 100 g 7 w  50 retrate 0.313 stdev 0.119 
f 10 d 100 g 7 w  75 retrate 0.354 stdev 0.081 
f 10 d 100 g 7 w 100 retrate 0.507 stdev 0.065 
f 10 d 100 g 9 w  10 retrate 0.083 stdev 0.053 
f 10 d 100 g 9 w  20 retrate 0.084 stdev 0.062 
f 10 d 100 g 9 w  50 retrate 0.381 stdev 0.072 
f 10 d 100 g 9 w  75 retrate 0.465 stdev 0.090 
f 10 d 100 g 9 w 100 retrate 0.567 stdev 0.094 
